Year,Company,Industry,Country,Company_Type,Employee_Size,Revenue_USD,Uses_AI,Use_Case,AI_ROI_Percent,AI_Maturity_Score
2024,SyntheticCorp_0401,Logistics,China,Synthetic,SME,33321622.65,Yes,Chatbots,30.68,42
2025,SyntheticCorp_0401,Healthcare,India,Synthetic,Enterprise,16083072140.96,Yes,Autonomous Driving,27.32,50
2020,SyntheticCorp_0402,Manufacturing,Japan,Synthetic,Enterprise,11968565381.94,Yes,Customer Segmentation,32.25,65
2021,SyntheticCorp_0402,E-commerce,UAE,Synthetic,Enterprise,42166368500.86,Yes,Predictive Maintenance,22.45,52
2022,SyntheticCorp_0402,Telecom,UAE,Synthetic,Enterprise,34198767993.36,Yes,Generative AI,13.71,42
2023,SyntheticCorp_0402,Technology,UK,Synthetic,Enterprise,6032215340.2,Yes,Generative AI,11.9,85
2024,SyntheticCorp_0402,Logistics,UK,Synthetic,Enterprise,32572385594.97,Yes,Predictive Maintenance,31.13,61
2025,SyntheticCorp_0402,Technology,UAE,Synthetic,SME,11245996.14,Yes,Supply Chain Optimization,10.29,54
2020,SyntheticCorp_0403,Logistics,India,Synthetic,SME,18831385.45,Yes,Autonomous Driving,31.97,41
2021,SyntheticCorp_0403,Manufacturing,USA,Synthetic,SME,11565572.78,Yes,Customer Segmentation,31.05,76
2022,SyntheticCorp_0403,Manufacturing,USA,Synthetic,Enterprise,24556185315.08,Yes,Medical Imaging AI,33.58,77
2023,SyntheticCorp_0403,Finance,India,Synthetic,Enterprise,44058316904.38,Yes,Autonomous Driving,13.96,79
2024,SyntheticCorp_0403,E-commerce,India,Synthetic,Enterprise,7689937467.1,Yes,Robotics,16.18,79
2025,SyntheticCorp_0403,Healthcare,UK,Synthetic,Enterprise,26239426962.34,No,None,0.0,28
2020,SyntheticCorp_0404,E-commerce,USA,Synthetic,SME,42713728.09,Yes,Demand Forecasting,32.48,83
2021,SyntheticCorp_0404,Telecom,India,Synthetic,Enterprise,41951363340.29,Yes,Demand Forecasting,35.58,58
2022,SyntheticCorp_0404,Manufacturing,Japan,Synthetic,Enterprise,46958194593.49,Yes,Customer Segmentation,31.62,57
2023,SyntheticCorp_0404,Retail,Germany,Synthetic,Enterprise,32903854707.57,Yes,Recommendation Systems,21.53,75
2024,SyntheticCorp_0404,Energy,Canada,Synthetic,Enterprise,3250931135.29,Yes,Demand Forecasting,15.57,55
2025,SyntheticCorp_0404,Retail,Brazil,Synthetic,Enterprise,48548793514.75,Yes,Customer Segmentation,37.03,52
2020,SyntheticCorp_0405,Manufacturing,India,Synthetic,SME,4370040.36,Yes,Generative AI,36.18,49
2021,SyntheticCorp_0405,Retail,UK,Synthetic,SME,28331402.22,No,None,0.0,8
2022,SyntheticCorp_0405,Energy,Canada,Synthetic,SME,10655591.09,Yes,AI Trading,22.66,44
2023,SyntheticCorp_0405,Energy,India,Synthetic,SME,11544865.57,Yes,Fraud Detection,22.73,43
2024,SyntheticCorp_0405,Technology,Japan,Synthetic,Enterprise,29949064521.1,Yes,Medical Imaging AI,26.15,62
2025,SyntheticCorp_0405,Telecom,Germany,Synthetic,Enterprise,39207974380.79,No,None,0.0,22
2020,SyntheticCorp_0406,Technology,China,Synthetic,Enterprise,12941091990.89,Yes,Demand Forecasting,26.47,76
2021,SyntheticCorp_0406,E-commerce,UAE,Synthetic,Enterprise,5508068702.61,Yes,Recommendation Systems,21.47,49
2022,SyntheticCorp_0406,Manufacturing,Canada,Synthetic,SME,36780513.25,No,None,0.0,30
2023,SyntheticCorp_0406,Technology,Canada,Synthetic,SME,3515154.52,Yes,Autonomous Driving,14.85,57
2024,SyntheticCorp_0406,E-commerce,India,Synthetic,SME,17564914.59,Yes,Supply Chain Optimization,35.03,82
2025,SyntheticCorp_0406,Retail,UK,Synthetic,Enterprise,35731892546.23,Yes,Demand Forecasting,29.38,47
2020,SyntheticCorp_0407,Manufacturing,Brazil,Synthetic,SME,3136839.73,Yes,Fraud Detection,36.28,79
2021,SyntheticCorp_0407,Logistics,Brazil,Synthetic,Enterprise,13539174155.64,No,None,0.0,9
2022,SyntheticCorp_0407,Telecom,UK,Synthetic,SME,8035272.85,Yes,Robotics,28.26,46
2023,SyntheticCorp_0407,Technology,Japan,Synthetic,SME,47834003.39,Yes,Robotics,34.79,56
2024,SyntheticCorp_0407,Logistics,Germany,Synthetic,Enterprise,18481585421.66,Yes,Chatbots,18.89,63
2025,SyntheticCorp_0407,Healthcare,China,Synthetic,Enterprise,11822583997.53,Yes,AI Trading,38.25,55
2020,SyntheticCorp_0408,Healthcare,Japan,Synthetic,Enterprise,35852288580.15,Yes,Generative AI,19.55,70
2021,SyntheticCorp_0408,Finance,USA,Synthetic,Enterprise,1995746004.13,Yes,Generative AI,26.22,57
2022,SyntheticCorp_0408,Telecom,Brazil,Synthetic,Enterprise,38658095154.44,Yes,AI Trading,28.25,58
2023,SyntheticCorp_0408,Telecom,Japan,Synthetic,SME,5333520.77,Yes,Predictive Maintenance,33.44,82
2024,SyntheticCorp_0408,E-commerce,Japan,Synthetic,Enterprise,49327853581.84,Yes,Recommendation Systems,32.04,55
2025,SyntheticCorp_0408,Telecom,Brazil,Synthetic,Enterprise,37878475946.73,Yes,Customer Segmentation,14.15,81
2020,SyntheticCorp_0409,Telecom,UK,Synthetic,SME,46499762.58,No,None,0.0,23
2021,SyntheticCorp_0409,E-commerce,Brazil,Synthetic,SME,6154536.76,No,None,0.0,34
2022,SyntheticCorp_0409,Healthcare,Canada,Synthetic,SME,27335452.04,Yes,Predictive Maintenance,36.61,66
2023,SyntheticCorp_0409,Retail,Canada,Synthetic,Enterprise,48410780573.56,Yes,Medical Imaging AI,20.86,67
2024,SyntheticCorp_0409,E-commerce,USA,Synthetic,SME,40009823.84,Yes,Recommendation Systems,36.01,43
2025,SyntheticCorp_0409,Finance,India,Synthetic,SME,12780555.19,Yes,Recommendation Systems,22.89,56
2020,SyntheticCorp_0410,Retail,Brazil,Synthetic,Enterprise,41706281695.14,Yes,Demand Forecasting,38.54,78
2021,SyntheticCorp_0410,Healthcare,Japan,Synthetic,Enterprise,37998782625.13,Yes,Predictive Maintenance,13.51,60
2022,SyntheticCorp_0410,Technology,UK,Synthetic,Enterprise,45868967611.33,Yes,Chatbots,17.75,78
2023,SyntheticCorp_0410,Finance,Brazil,Synthetic,SME,39771328.04,Yes,Medical Imaging AI,10.84,76
2024,SyntheticCorp_0410,Energy,UAE,Synthetic,Enterprise,7464355776.53,Yes,Customer Segmentation,25.14,66
2025,SyntheticCorp_0410,Retail,Canada,Synthetic,SME,34180967.39,Yes,Supply Chain Optimization,13.25,67
2020,SyntheticCorp_0411,Finance,Japan,Synthetic,Enterprise,19368864810.23,Yes,Recommendation Systems,25.66,54
2021,SyntheticCorp_0411,Logistics,Brazil,Synthetic,SME,22486056.12,Yes,Chatbots,13.57,70
2022,SyntheticCorp_0411,Finance,Brazil,Synthetic,SME,29347624.56,Yes,Medical Imaging AI,15.37,46
2023,SyntheticCorp_0411,Telecom,USA,Synthetic,SME,16458647.61,Yes,Autonomous Driving,27.21,67
2024,SyntheticCorp_0411,E-commerce,China,Synthetic,SME,8486698.64,No,None,0.0,27
2025,SyntheticCorp_0411,Telecom,UK,Synthetic,SME,16910620.1,Yes,Customer Segmentation,15.98,55
2020,SyntheticCorp_0412,Retail,India,Synthetic,SME,9134861.57,No,None,0.0,23
2021,SyntheticCorp_0412,Technology,Canada,Synthetic,SME,43829888.24,Yes,Demand Forecasting,30.5,50
2022,SyntheticCorp_0412,Finance,USA,Synthetic,Enterprise,15481459670.25,Yes,Fraud Detection,27.25,41
2023,SyntheticCorp_0412,Technology,China,Synthetic,Enterprise,24057248511.18,Yes,Medical Imaging AI,19.01,69
2024,SyntheticCorp_0412,Finance,Japan,Synthetic,SME,14143585.49,Yes,Chatbots,10.51,83
2025,SyntheticCorp_0412,Healthcare,China,Synthetic,SME,14690714.11,Yes,Customer Segmentation,33.14,81
2020,SyntheticCorp_0413,Logistics,UAE,Synthetic,Enterprise,26878540694.23,No,None,0.0,30
2021,SyntheticCorp_0413,Technology,Canada,Synthetic,Enterprise,15031962657.68,Yes,Predictive Maintenance,37.6,45
2022,SyntheticCorp_0413,Manufacturing,Japan,Synthetic,SME,31108221.51,Yes,Demand Forecasting,20.45,54
2023,SyntheticCorp_0413,Manufacturing,USA,Synthetic,SME,11004809.03,Yes,Generative AI,19.91,63
2024,SyntheticCorp_0413,Telecom,India,Synthetic,Enterprise,45909800627.11,Yes,Supply Chain Optimization,27.01,41
2025,SyntheticCorp_0413,Energy,India,Synthetic,Enterprise,49793531872.16,Yes,Recommendation Systems,33.49,75
2020,SyntheticCorp_0414,Retail,USA,Synthetic,SME,27143619.81,Yes,Chatbots,37.34,78
2021,SyntheticCorp_0414,Technology,UK,Synthetic,SME,1568208.77,Yes,Demand Forecasting,21.2,69
2022,SyntheticCorp_0414,Telecom,Brazil,Synthetic,SME,5266694.06,Yes,AI Trading,24.35,46
2023,SyntheticCorp_0414,Retail,UK,Synthetic,SME,18094055.3,Yes,Supply Chain Optimization,34.66,46
2024,SyntheticCorp_0414,Manufacturing,China,Synthetic,Enterprise,45753580899.03,Yes,Chatbots,11.1,54
2025,SyntheticCorp_0414,Energy,China,Synthetic,SME,20648847.87,Yes,Robotics,11.16,65
2020,SyntheticCorp_0415,Telecom,Canada,Synthetic,Enterprise,39816396349.48,Yes,Supply Chain Optimization,37.17,65
2021,SyntheticCorp_0415,E-commerce,UAE,Synthetic,SME,14759777.87,Yes,Supply Chain Optimization,36.52,48
2022,SyntheticCorp_0415,Finance,USA,Synthetic,Enterprise,41661214976.13,Yes,Recommendation Systems,19.29,63
2023,SyntheticCorp_0415,Healthcare,Germany,Synthetic,SME,24586476.59,Yes,Robotics,26.56,70
2024,SyntheticCorp_0415,Energy,Japan,Synthetic,Enterprise,24643662986.77,Yes,Fraud Detection,23.7,56
2025,SyntheticCorp_0415,Logistics,Germany,Synthetic,Enterprise,39024188825.43,No,None,0.0,13
2020,SyntheticCorp_0416,Energy,USA,Synthetic,SME,34816973.12,Yes,Autonomous Driving,22.89,64
2021,SyntheticCorp_0416,Telecom,UAE,Synthetic,SME,38239966.99,No,None,0.0,32
2022,SyntheticCorp_0416,Manufacturing,India,Synthetic,SME,47314872.37,Yes,Medical Imaging AI,29.11,46
2023,SyntheticCorp_0416,Manufacturing,Brazil,Synthetic,SME,24887386.04,Yes,Medical Imaging AI,29.56,77
2024,SyntheticCorp_0416,Energy,UK,Synthetic,Enterprise,13372161646.95,No,None,0.0,28
2025,SyntheticCorp_0416,Finance,UAE,Synthetic,Enterprise,49913280559.11,Yes,Chatbots,27.39,62
2020,SyntheticCorp_0417,Telecom,UAE,Synthetic,Enterprise,36552578380.36,No,None,0.0,19
2021,SyntheticCorp_0417,Retail,Brazil,Synthetic,SME,47134841.61,Yes,Fraud Detection,19.61,76
2022,SyntheticCorp_0417,E-commerce,India,Synthetic,SME,22659664.15,No,None,0.0,6
2023,SyntheticCorp_0417,Technology,Brazil,Synthetic,SME,23446095.12,Yes,Demand Forecasting,32.82,80
2024,SyntheticCorp_0417,Retail,USA,Synthetic,SME,39634868.07,No,None,0.0,0
2025,SyntheticCorp_0417,Energy,UAE,Synthetic,Enterprise,2338642067.66,Yes,Predictive Maintenance,32.26,41
2020,SyntheticCorp_0418,Retail,Japan,Synthetic,SME,26657531.08,Yes,Robotics,20.56,45
2021,SyntheticCorp_0418,Logistics,India,Synthetic,SME,26946053.36,Yes,Autonomous Driving,17.53,72
2022,SyntheticCorp_0418,Technology,Japan,Synthetic,Enterprise,11117199418.43,Yes,Recommendation Systems,16.53,47
2023,SyntheticCorp_0418,Telecom,USA,Synthetic,SME,23703456.42,No,None,0.0,13
2024,SyntheticCorp_0418,Retail,Canada,Synthetic,Enterprise,41851446551.8,Yes,Customer Segmentation,21.1,74
2025,SyntheticCorp_0418,Retail,Brazil,Synthetic,Enterprise,45245076443.19,Yes,Fraud Detection,18.72,57
2020,SyntheticCorp_0419,Manufacturing,UAE,Synthetic,SME,31535229.69,Yes,Medical Imaging AI,12.19,48
2021,SyntheticCorp_0419,Retail,USA,Synthetic,SME,7182612.32,Yes,Fraud Detection,21.6,53
2022,SyntheticCorp_0419,Technology,USA,Synthetic,SME,13878162.74,No,None,0.0,34
2023,SyntheticCorp_0419,Energy,Japan,Synthetic,SME,14483724.76,Yes,Generative AI,36.85,59
2024,SyntheticCorp_0419,Telecom,Japan,Synthetic,SME,4244326.83,No,None,0.0,30
2025,SyntheticCorp_0419,Telecom,UAE,Synthetic,Enterprise,31865593760.72,Yes,Chatbots,29.63,54
2020,SyntheticCorp_0420,Manufacturing,Germany,Synthetic,SME,29048069.23,Yes,Chatbots,29.43,53
2021,SyntheticCorp_0420,Telecom,Brazil,Synthetic,Enterprise,21478540731.96,Yes,Medical Imaging AI,27.25,79
2022,SyntheticCorp_0420,Healthcare,USA,Synthetic,SME,47311503.63,Yes,Demand Forecasting,33.26,65
2023,SyntheticCorp_0420,Retail,Brazil,Synthetic,SME,10906658.49,Yes,Generative AI,37.12,54
2024,SyntheticCorp_0420,Telecom,Germany,Synthetic,SME,16412601.41,Yes,Customer Segmentation,11.66,75
2025,SyntheticCorp_0420,Logistics,India,Synthetic,Enterprise,37144837628.74,Yes,Customer Segmentation,16.37,75
2020,SyntheticCorp_0421,E-commerce,China,Synthetic,SME,26672431.88,Yes,Supply Chain Optimization,23.74,44
2021,SyntheticCorp_0421,Telecom,India,Synthetic,Enterprise,35530093365.26,Yes,Supply Chain Optimization,23.78,53
2022,SyntheticCorp_0421,Manufacturing,India,Synthetic,Enterprise,4731701760.46,No,None,0.0,28
2023,SyntheticCorp_0421,E-commerce,Brazil,Synthetic,SME,26601346.7,Yes,Supply Chain Optimization,28.64,77
2024,SyntheticCorp_0421,Manufacturing,India,Synthetic,SME,35119584.44,Yes,Customer Segmentation,14.78,70
2025,SyntheticCorp_0421,Energy,USA,Synthetic,SME,25409028.94,No,None,0.0,6
2020,SyntheticCorp_0422,E-commerce,UK,Synthetic,SME,41468300.96,Yes,Supply Chain Optimization,26.48,59
2021,SyntheticCorp_0422,Manufacturing,Germany,Synthetic,Enterprise,17782401958.25,No,None,0.0,7
2022,SyntheticCorp_0422,Logistics,UK,Synthetic,Enterprise,5464011109.86,Yes,Recommendation Systems,26.4,63
2023,SyntheticCorp_0422,Technology,USA,Synthetic,Enterprise,35238861666.97,Yes,Chatbots,36.45,58
2024,SyntheticCorp_0422,Finance,USA,Synthetic,SME,36764025.28,No,None,0.0,25
2025,SyntheticCorp_0422,Finance,India,Synthetic,SME,46191445.26,No,None,0.0,2
2020,SyntheticCorp_0423,Telecom,Japan,Synthetic,SME,4579504.31,Yes,Supply Chain Optimization,31.89,64
2021,SyntheticCorp_0423,Finance,UAE,Synthetic,SME,41030348.46,Yes,Fraud Detection,11.43,54
2022,SyntheticCorp_0423,Healthcare,India,Synthetic,SME,36232575.41,Yes,AI Trading,39.08,51
2023,SyntheticCorp_0423,Logistics,UAE,Synthetic,Enterprise,14313948847.1,Yes,Predictive Maintenance,25.91,41
2024,SyntheticCorp_0423,Technology,Germany,Synthetic,SME,24043272.51,Yes,Robotics,28.67,42
2025,SyntheticCorp_0423,Energy,USA,Synthetic,SME,22260910.72,Yes,AI Trading,19.96,40
2020,SyntheticCorp_0424,Retail,Brazil,Synthetic,Enterprise,23651491625.21,No,None,0.0,19
2021,SyntheticCorp_0424,Energy,China,Synthetic,SME,49845586.34,Yes,Demand Forecasting,28.8,56
2022,SyntheticCorp_0424,Manufacturing,UAE,Synthetic,Enterprise,49772841473.93,Yes,Recommendation Systems,21.54,73
2023,SyntheticCorp_0424,Logistics,India,Synthetic,SME,28785511.03,Yes,Demand Forecasting,39.22,45
2024,SyntheticCorp_0424,Retail,Japan,Synthetic,Enterprise,28981160778.32,Yes,Customer Segmentation,24.0,59
2025,SyntheticCorp_0424,Technology,Canada,Synthetic,SME,26017534.52,Yes,Robotics,29.11,62
2020,SyntheticCorp_0425,Technology,Brazil,Synthetic,SME,5948574.01,No,None,0.0,20
2021,SyntheticCorp_0425,Energy,USA,Synthetic,SME,23228171.26,Yes,Chatbots,27.55,41
2022,SyntheticCorp_0425,Finance,UK,Synthetic,SME,16443179.16,Yes,Demand Forecasting,26.8,71
2023,SyntheticCorp_0425,Telecom,India,Synthetic,SME,27610852.2,Yes,Supply Chain Optimization,27.43,64
2024,SyntheticCorp_0425,Healthcare,Japan,Synthetic,Enterprise,21543082507.01,No,None,0.0,12
2025,SyntheticCorp_0425,Manufacturing,USA,Synthetic,SME,6324580.76,Yes,Customer Segmentation,21.14,60
2020,SyntheticCorp_0426,Finance,USA,Synthetic,Enterprise,30802543643.38,Yes,Demand Forecasting,28.81,69
2021,SyntheticCorp_0426,Technology,India,Synthetic,Enterprise,12876559606.49,Yes,Robotics,29.18,58
2022,SyntheticCorp_0426,Telecom,USA,Synthetic,SME,18422871.38,No,None,0.0,3
2023,SyntheticCorp_0426,Logistics,Germany,Synthetic,Enterprise,49135358919.45,Yes,Customer Segmentation,15.2,41
2024,SyntheticCorp_0426,Logistics,Canada,Synthetic,SME,25768385.53,Yes,AI Trading,26.35,63
2025,SyntheticCorp_0426,Finance,USA,Synthetic,Enterprise,30473448631.53,Yes,Fraud Detection,24.56,64
2020,SyntheticCorp_0427,Manufacturing,Japan,Synthetic,Enterprise,14525748682.19,Yes,Supply Chain Optimization,17.73,40
2021,SyntheticCorp_0427,Finance,UAE,Synthetic,SME,35424902.52,Yes,Generative AI,12.41,67
2022,SyntheticCorp_0427,E-commerce,UAE,Synthetic,Enterprise,8596689276.62,Yes,Predictive Maintenance,23.93,82
2023,SyntheticCorp_0427,E-commerce,Canada,Synthetic,SME,25720505.43,Yes,Supply Chain Optimization,33.12,65
2024,SyntheticCorp_0427,E-commerce,Canada,Synthetic,Enterprise,48042760677.53,Yes,Customer Segmentation,37.4,52
2025,SyntheticCorp_0427,Energy,India,Synthetic,SME,5498657.09,Yes,Supply Chain Optimization,10.44,56
2020,SyntheticCorp_0428,E-commerce,UK,Synthetic,Enterprise,43066398085.65,Yes,Robotics,31.41,42
2021,SyntheticCorp_0428,Telecom,UK,Synthetic,SME,48908349.23,Yes,Customer Segmentation,23.99,55
2022,SyntheticCorp_0428,E-commerce,UK,Synthetic,SME,47328224.93,Yes,Autonomous Driving,12.29,56
2023,SyntheticCorp_0428,E-commerce,China,Synthetic,SME,5158941.35,No,None,0.0,21
2024,SyntheticCorp_0428,Telecom,USA,Synthetic,Enterprise,43870795961.6,No,None,0.0,33
2025,SyntheticCorp_0428,Telecom,India,Synthetic,SME,31547310.61,Yes,Generative AI,28.45,52
2020,SyntheticCorp_0429,Manufacturing,UAE,Synthetic,SME,25822151.41,Yes,AI Trading,15.1,83
2021,SyntheticCorp_0429,Healthcare,UK,Synthetic,Enterprise,8586040473.13,Yes,Recommendation Systems,16.02,52
2022,SyntheticCorp_0429,Logistics,USA,Synthetic,SME,26515597.58,Yes,Chatbots,11.14,83
2023,SyntheticCorp_0429,Logistics,USA,Synthetic,Enterprise,11303268100.29,Yes,Generative AI,22.32,80
2024,SyntheticCorp_0429,Manufacturing,Brazil,Synthetic,Enterprise,28207711827.86,Yes,Predictive Maintenance,10.85,76
2025,SyntheticCorp_0429,Retail,China,Synthetic,SME,10522649.43,Yes,Supply Chain Optimization,12.49,41
2020,SyntheticCorp_0430,Telecom,Japan,Synthetic,Enterprise,44834270306.34,Yes,Fraud Detection,18.77,51
2021,SyntheticCorp_0430,Healthcare,Germany,Synthetic,Enterprise,17469630412.99,Yes,Fraud Detection,15.55,78
2022,SyntheticCorp_0430,Healthcare,UK,Synthetic,SME,12855160.34,Yes,Demand Forecasting,29.09,76
2023,SyntheticCorp_0430,Telecom,Germany,Synthetic,Enterprise,25454520570.77,Yes,Recommendation Systems,37.01,41
2024,SyntheticCorp_0430,Healthcare,UAE,Synthetic,SME,47024605.06,Yes,Robotics,21.42,54
2025,SyntheticCorp_0430,Logistics,USA,Synthetic,Enterprise,12125441323.58,No,None,0.0,37
2020,SyntheticCorp_0431,Energy,China,Synthetic,Enterprise,30246799753.85,No,None,0.0,3
2021,SyntheticCorp_0431,Telecom,Brazil,Synthetic,SME,25242376.45,Yes,Chatbots,14.63,43
2022,SyntheticCorp_0431,Technology,India,Synthetic,SME,26343964.62,No,None,0.0,6
2023,SyntheticCorp_0431,Retail,Japan,Synthetic,SME,37140421.18,No,None,0.0,34
2024,SyntheticCorp_0431,Telecom,China,Synthetic,Enterprise,44550391566.55,Yes,Predictive Maintenance,26.01,44
2025,SyntheticCorp_0431,Technology,India,Synthetic,SME,10576875.33,No,None,0.0,15
2020,SyntheticCorp_0432,Finance,Canada,Synthetic,SME,29857303.36,Yes,Autonomous Driving,19.95,77
2021,SyntheticCorp_0432,Finance,USA,Synthetic,Enterprise,30938480481.94,Yes,Chatbots,33.55,53
2022,SyntheticCorp_0432,Healthcare,India,Synthetic,Enterprise,46059212222.7,No,None,0.0,9
2023,SyntheticCorp_0432,Logistics,Canada,Synthetic,SME,37137191.36,Yes,Demand Forecasting,15.22,66
2024,SyntheticCorp_0432,Technology,UK,Synthetic,Enterprise,35434516603.29,Yes,Robotics,24.28,52
2025,SyntheticCorp_0432,Healthcare,UK,Synthetic,SME,45587985.3,No,None,0.0,19
2020,SyntheticCorp_0433,Healthcare,USA,Synthetic,Enterprise,122822629.59,Yes,Chatbots,25.2,85
2021,SyntheticCorp_0433,Retail,China,Synthetic,SME,15617526.41,Yes,Medical Imaging AI,22.05,63
2022,SyntheticCorp_0433,Logistics,Brazil,Synthetic,SME,8609131.19,Yes,Robotics,28.35,85
2023,SyntheticCorp_0433,Technology,China,Synthetic,Enterprise,39733213938.51,Yes,Supply Chain Optimization,18.74,50
2024,SyntheticCorp_0433,Retail,UK,Synthetic,SME,6143993.26,No,None,0.0,12
2025,SyntheticCorp_0433,Retail,China,Synthetic,Enterprise,44106948324.61,No,None,0.0,22
2020,SyntheticCorp_0434,Logistics,UAE,Synthetic,SME,29924078.03,Yes,Generative AI,18.99,68
2021,SyntheticCorp_0434,Manufacturing,India,Synthetic,SME,10094117.3,Yes,AI Trading,30.69,83
2022,SyntheticCorp_0434,Finance,Canada,Synthetic,Enterprise,43154639162.83,Yes,Fraud Detection,17.56,43
2023,SyntheticCorp_0434,Telecom,UAE,Synthetic,Enterprise,43220926178.04,Yes,AI Trading,31.44,62
2024,SyntheticCorp_0434,E-commerce,UAE,Synthetic,Enterprise,15572899631.27,Yes,Medical Imaging AI,13.24,50
2025,SyntheticCorp_0434,Manufacturing,USA,Synthetic,SME,13992505.49,Yes,Demand Forecasting,13.89,46
2020,SyntheticCorp_0435,Telecom,UK,Synthetic,SME,5932573.09,Yes,AI Trading,30.82,71
2021,SyntheticCorp_0435,Manufacturing,China,Synthetic,Enterprise,1719504744.74,Yes,Chatbots,19.0,85
2022,SyntheticCorp_0435,Retail,Japan,Synthetic,SME,33442129.41,Yes,Fraud Detection,12.29,48
2023,SyntheticCorp_0435,Finance,Germany,Synthetic,Enterprise,48798325030.64,Yes,Supply Chain Optimization,15.99,63
2024,SyntheticCorp_0435,Energy,India,Synthetic,Enterprise,34454582885.88,Yes,Chatbots,33.55,82
2025,SyntheticCorp_0435,Finance,Canada,Synthetic,SME,38837956.83,Yes,Supply Chain Optimization,23.06,46
2020,SyntheticCorp_0436,Logistics,Japan,Synthetic,Enterprise,12847872635.37,Yes,Demand Forecasting,25.32,54
2021,SyntheticCorp_0436,E-commerce,Brazil,Synthetic,SME,2050810.66,Yes,Medical Imaging AI,27.84,52
2022,SyntheticCorp_0436,Healthcare,Canada,Synthetic,SME,37133240.5,No,None,0.0,30
2023,SyntheticCorp_0436,Manufacturing,Canada,Synthetic,SME,18171261.05,No,None,0.0,5
2024,SyntheticCorp_0436,Healthcare,China,Synthetic,Enterprise,32855306492.84,Yes,Predictive Maintenance,13.05,68
2025,SyntheticCorp_0436,Manufacturing,Brazil,Synthetic,SME,17885062.14,Yes,AI Trading,32.89,54
2020,SyntheticCorp_0437,Healthcare,Germany,Synthetic,Enterprise,23857786641.71,No,None,0.0,25
2021,SyntheticCorp_0437,Telecom,Germany,Synthetic,SME,27455786.02,Yes,Fraud Detection,14.93,65
2022,SyntheticCorp_0437,E-commerce,Brazil,Synthetic,Enterprise,47493417839.91,Yes,Supply Chain Optimization,34.41,51
2023,SyntheticCorp_0437,E-commerce,UK,Synthetic,SME,34469170.44,Yes,Supply Chain Optimization,25.45,76
2024,SyntheticCorp_0437,Retail,Brazil,Synthetic,SME,40794287.36,Yes,Fraud Detection,36.0,54
2025,SyntheticCorp_0437,Manufacturing,UAE,Synthetic,SME,39868418.64,Yes,Generative AI,23.6,81
2020,SyntheticCorp_0438,E-commerce,Brazil,Synthetic,SME,22933494.02,No,None,0.0,25
2021,SyntheticCorp_0438,Retail,India,Synthetic,Enterprise,123404826.05,No,None,0.0,15
2022,SyntheticCorp_0438,Retail,India,Synthetic,Enterprise,7353847886.4,Yes,Chatbots,12.73,46
2023,SyntheticCorp_0438,Energy,Germany,Synthetic,Enterprise,35603700659.46,No,None,0.0,22
2024,SyntheticCorp_0438,Technology,Japan,Synthetic,SME,45297332.78,Yes,Autonomous Driving,20.32,68
2025,SyntheticCorp_0438,Energy,China,Synthetic,SME,37332908.17,Yes,Fraud Detection,18.56,80
2020,SyntheticCorp_0439,Retail,Brazil,Synthetic,SME,16838647.71,Yes,Generative AI,21.52,72
2021,SyntheticCorp_0439,Manufacturing,Brazil,Synthetic,SME,42726851.98,No,None,0.0,5
2022,SyntheticCorp_0439,Retail,Canada,Synthetic,Enterprise,29433099549.32,No,None,0.0,16
2023,SyntheticCorp_0439,Retail,UK,Synthetic,Enterprise,7558983690.4,Yes,Robotics,13.44,53
2024,SyntheticCorp_0439,Retail,Japan,Synthetic,Enterprise,21725422903.79,Yes,AI Trading,27.05,52
2025,SyntheticCorp_0439,Logistics,India,Synthetic,SME,42518109.28,No,None,0.0,13
2020,SyntheticCorp_0440,Healthcare,USA,Synthetic,SME,29286973.57,Yes,Generative AI,29.27,46
2021,SyntheticCorp_0440,Telecom,India,Synthetic,SME,27102471.54,Yes,Generative AI,24.74,42
2022,SyntheticCorp_0440,Retail,China,Synthetic,SME,49353829.37,No,None,0.0,11
2023,SyntheticCorp_0440,Energy,UK,Synthetic,SME,22582591.88,Yes,Customer Segmentation,36.71,48
2024,SyntheticCorp_0440,Telecom,UK,Synthetic,Enterprise,30520665407.5,No,None,0.0,13
2025,SyntheticCorp_0440,Logistics,Japan,Synthetic,SME,35941168.52,Yes,Supply Chain Optimization,27.68,56
2020,SyntheticCorp_0441,Manufacturing,Germany,Synthetic,SME,47260252.03,Yes,Recommendation Systems,14.46,75
2021,SyntheticCorp_0441,Healthcare,Japan,Synthetic,Enterprise,36045714265.58,No,None,0.0,37
2022,SyntheticCorp_0441,Healthcare,India,Synthetic,SME,43729963.54,Yes,AI Trading,34.33,48
2023,SyntheticCorp_0441,E-commerce,Brazil,Synthetic,SME,39585304.43,Yes,Demand Forecasting,35.35,82
2024,SyntheticCorp_0441,Energy,UK,Synthetic,Enterprise,14294767948.16,Yes,Demand Forecasting,21.29,63
2025,SyntheticCorp_0441,Manufacturing,India,Synthetic,SME,18432109.64,Yes,Medical Imaging AI,38.2,50
2020,SyntheticCorp_0442,Logistics,UK,Synthetic,SME,6812658.21,Yes,Chatbots,38.63,78
2021,SyntheticCorp_0442,Manufacturing,UAE,Synthetic,SME,40138743.29,Yes,Generative AI,27.53,54
2022,SyntheticCorp_0442,Manufacturing,Japan,Synthetic,SME,40369912.71,Yes,Supply Chain Optimization,17.37,75
